transaction_id,transaction_date,product_id,customer_id,product_category,quantity,unit_price,total_amount,customer_region,customer_age,customer_loyalty_score,product_rating,previous_purchase_count,return_status
94267,26/12/2024,2258,35775,home decor,9,214.09,1926.81,South,54,56,3,7,1
94268,06/03/2023,2276,33680,home decor,1,108.16,108.16,East,35,80,2,1,0
94269,22/03/2023,2359,37201,home decor,5,269.41,1347.05,North,41,81,2,8,0
94270,25/08/2023,2363,34186,electronics,12,92.99,1115.88,Central,67,25,3,10,1
94271,27/03/2024,2676,31004,toys,1,245.75,245.75,North,41,55,4,5,1
94272,17/04/2024,2140,38094,home decor,14,238.76,3342.64,North,57,94,4,19,1
94273,12/03/2024,2664,36403,clothing,12,163.91,1966.92,East,29,17,2,7,0
94274,08/06/2023,2276,30293,electronics,12,87.72,1052.64,West,21,40,3,9,0
94275,08/09/2023,2467,31903,home decor,3,161.37,484.11,North,21,77,4,13,0
94276,08/04/2023,2895,33443,toys,3,132.06,396.18,East,26,9,2,0,0
94277,20/11/2023,2835,38970,electronics,14,61.4,859.6,South,62,7,3,12,0
94278,28/01/2024,2508,31347,home decor,1,221.85,221.85,South,21,71,4,18,0
94279,10/05/2023,2561,39283,electronics,3,77.92,233.76,East,63,49,2,23,0
94280,24/04/2024,2476,35432,toys,6,191.47,1148.82,Central,67,93,3,10,1
94281,29/03/2024,2872,35405,home decor,9,240.39,2163.51,North,34,18,3,8,1
94282,23/10/2024,2061,34488,clothing,6,138.12,828.72,South,67,28,1,24,1
94283,02/02/2023,2360,33809,toys,1,195.63,195.63,North,44,56,2,6,1
94284,15/03/2024,2257,36421,toys,10,54.98,549.8,Central,42,18,3,26,0
94285,31/07/2024,2510,35759,electronics,5,236.73,1183.65,Central,30,29,5,29,1
94286,02/07/2024,2129,38948,electronics,4,93.12,372.48,Central,25,71,3,19,0
94287,17/03/2024,2392,39231,toys,12,74.88,898.56,East,65,23,2,25,0
94288,16/02/2023,2416,31863,clothing,4,198.93,795.72,East,68,38,4,0,1
94289,04/04/2023,2652,36700,toys,9,192.26,1730.34,West,55,15,4,25,1
94290,07/07/2023,2064,31508,clothing,1,233.61,233.61,Central,31,5,5,13,1
94291,13/05/2023,2686,31490,electronics,9,21.85,196.65,South,52,99,3,9,1
94292,22/08/2024,2592,32804,toys,5,127.28,636.4,West,57,60,3,28,0
94293,02/04/2023,2225,31335,toys,1,109.97,109.97,East,53,94,1,15,1
94294,16/11/2023,2380,37127,clothing,13,79.59,1034.67,West,55,96,4,18,0
94295,30/03/2023,2609,38134,electronics,12,228.74,2744.88,South,41,95,3,19,0
94296,26/09/2023,2441,31134,home decor,2,92.91,185.82,West,42,73,4,22,0
94297,17/01/2024,2510,37714,electronics,14,44.51,623.14,West,59,31,3,14,1
94298,14/05/2024,2885,35192,electronics,11,186.27,2048.97,North,37,8,1,17,0
94299,04/11/2024,2356,38225,toys,13,273.21,3551.73,East,55,51,5,14,1
94300,27/09/2023,2184,31210,clothing,10,153.15,1531.5,South,56,0,1,4,1
94301,22/05/2023,2767,30705,toys,9,121.99,1097.91,East,53,81,5,1,1
94302,25/11/2023,2554,36668,home decor,13,33.82,439.66,Central,64,50,2,1,0
94303,01/05/2024,2625,34370,clothing,3,173.84,521.52,South,57,56,4,10,0
94304,22/05/2024,2148,39991,toys,3,273.06,819.18,North,62,15,4,14,0
94305,15/09/2024,2408,34029,home decor,1,297.17,297.17,North,23,48,3,21,0
94306,02/12/2024,2491,33988,toys,7,84.63,592.41,Central,21,3,2,23,0
94307,03/07/2024,2172,36952,home decor,2,133.36,266.72,South,67,100,1,9,0
94308,14/11/2024,2142,30772,electronics,8,190.67,1525.36,North,37,54,1,7,1
94309,30/12/2023,2388,34174,home decor,4,9.56,38.24,East,59,64,2,2,1
94310,27/05/2024,2170,32601,home decor,3,59.73,179.19,Central,55,18,4,24,0
94311,14/01/2023,2883,37843,toys,2,22.44,44.88,East,67,17,2,4,0
94312,02/09/2024,2463,30348,toys,5,137.93,689.65,North,39,23,3,21,0
94313,18/08/2024,2300,37084,home decor,4,87.75,351,West,25,69,5,11,1
94314,27/10/2023,2384,30204,home decor,8,53.6,428.8,West,43,13,2,27,1
94315,22/01/2024,2203,37843,home decor,1,188.95,188.95,South,63,100,5,1,1
94316,15/06/2024,2524,34497,clothing,12,281.53,3378.36,North,67,97,3,9,1
94317,01/08/2024,2442,37790,clothing,8,185.77,1486.16,North,19,31,4,20,0
94318,28/09/2024,2335,37843,toys,7,43.19,302.33,North,46,94,4,8,0
94319,15/06/2023,2145,30501,clothing,12,53.97,647.64,East,34,28,5,3,1
94320,06/09/2023,2845,34074,clothing,1,291.02,291.02,South,40,33,3,8,0
94321,14/09/2023,2282,36983,clothing,5,211.13,1055.65,West,21,24,2,26,0
94322,30/08/2024,2722,38798,electronics,5,177.86,889.3,Central,57,66,4,23,1
94323,26/06/2024,2592,35547,toys,7,98.27,687.89,North,51,42,4,27,0
94324,19/03/2023,2672,38463,toys,4,182.12,728.48,East,63,66,1,23,1
94325,06/08/2024,2147,30615,home decor,10,279.16,2791.6,Central,53,16,1,1,1
94326,21/10/2023,2475,35461,electronics,8,44.62,356.96,East,27,52,5,21,0
94327,20/05/2024,2128,36966,toys,9,54.35,489.15,South,35,82,3,27,1
94328,25/07/2024,2339,30619,home decor,10,107.67,1076.7,North,58,39,4,21,1
94329,14/08/2023,2690,35849,electronics,13,241.29,3136.77,West,44,73,5,6,1
94330,27/04/2024,2297,33862,toys,8,209.1,1672.8,East,26,64,2,17,0
94331,16/10/2023,2291,37615,toys,9,26.98,242.82,South,29,78,4,24,1
94332,25/03/2024,2387,34997,home decor,8,140.22,1121.76,North,41,100,2,3,0
94333,02/05/2024,2274,37804,toys,10,111.07,1110.7,West,42,9,4,7,0
94334,19/04/2023,2098,39961,toys,6,14.81,88.86,East,26,49,3,1,0
94335,15/05/2023,2461,34427,toys,11,199.92,2199.12,South,41,72,4,9,1
94336,08/10/2024,2435,32101,home decor,11,77.06,847.66,West,28,23,4,8,1
94337,22/02/2023,2311,30337,clothing,4,77,308,North,20,100,3,6,1
94338,23/03/2023,2029,38424,home decor,11,269.36,2962.96,West,23,47,5,11,1
94339,13/08/2024,2114,35318,clothing,5,142.9,714.5,East,60,85,1,15,1
94340,10/12/2024,2659,33444,electronics,3,154.74,464.22,Central,67,25,4,22,1
94341,11/04/2023,2220,32706,electronics,4,111.32,445.28,Central,53,69,1,17,0
94342,15/04/2023,2257,31706,electronics,14,17.12,239.68,Central,34,64,2,16,0
94343,26/06/2023,2088,36822,home decor,13,120.74,1569.62,West,37,45,1,5,0
94344,29/11/2024,2261,36131,electronics,1,23.68,23.68,North,24,83,5,17,0
94345,20/09/2023,2531,37997,home decor,5,229.84,1149.2,Central,62,35,2,25,0
94346,21/10/2024,2390,34891,electronics,5,24.81,124.05,North,53,4,3,9,1
94347,11/03/2024,2472,32687,toys,9,100.54,904.86,South,48,62,4,16,1
94348,06/04/2024,2852,38326,home decor,12,121.64,1459.68,West,45,33,4,12,1
94349,01/10/2023,2461,38203,electronics,8,133.8,1070.4,North,22,91,2,21,0
94350,01/04/2024,2283,31902,home decor,11,229.59,2525.49,North,31,65,1,26,1
94351,15/08/2023,2012,30008,home decor,10,27.05,270.5,East,32,90,3,18,0
94352,13/10/2024,2353,37764,home decor,1,282.78,282.78,West,25,37,2,3,1
94353,17/02/2023,2034,36850,home decor,7,8.27,57.89,South,38,3,2,27,0
94354,24/07/2024,2355,31418,toys,12,40.8,489.6,East,45,50,3,27,1
94355,31/07/2024,2621,34159,clothing,14,243.36,3407.04,North,44,61,2,20,1
94356,23/10/2023,2500,37098,home decor,13,204.4,2657.2,North,53,46,1,29,1
94357,27/03/2023,2919,39914,clothing,12,178.92,2147.04,North,67,49,1,29,0
94358,02/06/2023,2985,36081,clothing,3,90.23,270.69,North,28,8,2,0,0
94359,07/08/2023,2046,32634,toys,14,211.77,2964.78,East,38,94,2,22,0
94360,30/10/2023,2585,33556,electronics,6,84.15,504.9,West,26,35,2,7,1
94361,30/07/2023,2710,35975,toys,10,79.68,796.8,East,29,36,4,29,1
94362,20/12/2024,2032,36981,electronics,1,63.82,63.82,East,30,79,1,11,0
94363,17/09/2024,2254,32629,clothing,5,233.8,1169,West,33,66,4,9,1
94364,04/09/2023,2499,33708,clothing,14,283.45,3968.3,South,18,91,3,0,1
94365,08/12/2024,2890,37893,toys,10,221.96,2219.6,Central,37,64,3,8,0
94366,06/01/2024,2495,38705,electronics,5,86.05,430.25,Central,43,85,2,13,1
94367,24/11/2023,2589,37720,home decor,12,209.43,2513.16,East,18,30,3,12,0
94368,21/12/2024,2333,33974,home decor,7,111.82,782.74,West,34,28,4,7,1
94369,14/12/2024,2710,37961,home decor,12,75.91,910.92,East,50,11,1,2,1
94370,26/11/2023,2879,34130,clothing,1,283.69,283.69,East,66,57,4,6,1
94371,05/09/2023,2540,30907,clothing,4,157.65,630.6,South,18,65,1,16,0
94372,20/11/2023,2916,36459,electronics,8,88.65,709.2,Central,66,31,4,12,1
94373,08/06/2024,2858,37855,clothing,5,32.5,162.5,South,33,27,2,15,1
94374,06/10/2023,2434,36257,home decor,4,14.06,56.24,North,57,25,4,6,1
94375,08/07/2023,2442,30215,electronics,12,290.69,3488.28,South,21,32,3,12,1
94376,24/10/2024,2031,35192,toys,7,41.28,288.96,East,43,88,3,9,1
94377,26/05/2023,2470,39892,electronics,5,31.65,158.25,East,45,32,1,23,0
94378,04/04/2024,2657,32652,clothing,11,201.5,2216.5,South,58,20,5,1,1
94379,19/04/2024,2227,34055,toys,4,13.9,55.6,Central,40,41,5,21,0
94380,27/08/2024,2334,34150,clothing,14,254.78,3566.92,South,56,88,2,0,1
94381,11/10/2024,2382,32779,clothing,3,169.4,508.2,Central,63,52,5,13,0
94382,25/04/2024,2602,31594,toys,11,37.31,410.41,North,61,52,4,6,1
94383,15/01/2023,2301,37191,electronics,13,15.36,199.68,South,24,53,4,21,1
94384,18/04/2023,2263,30045,clothing,2,279.71,559.42,South,20,15,5,23,1
94385,21/03/2023,2729,37631,electronics,9,197.13,1774.17,Central,58,22,3,16,0
94386,24/10/2023,2825,38261,electronics,12,5.52,66.24,South,50,96,3,17,1
94387,17/02/2024,2844,39947,electronics,1,161.98,161.98,Central,42,74,5,15,1
94388,20/10/2024,2903,37853,home decor,11,239.08,2629.88,Central,40,73,5,17,1
94389,15/02/2023,2060,33339,home decor,9,276.57,2489.13,East,63,100,2,7,0
94390,24/08/2024,2126,30572,electronics,11,102.71,1129.81,East,58,1,2,1,0
94391,18/03/2024,2471,32174,toys,1,68.8,68.8,East,57,45,5,26,1
94392,15/11/2023,2086,33909,toys,7,273.46,1914.22,Central,55,97,2,7,1
94393,08/07/2024,2662,39266,home decor,11,254.33,2797.63,Central,69,51,2,27,0
94394,05/03/2023,2985,36306,home decor,8,221.86,1774.88,West,51,94,2,22,0
94395,18/12/2024,2515,33375,home decor,14,168.48,2358.72,South,26,68,2,17,0
94396,20/09/2023,2303,39059,home decor,6,152.95,917.7,North,57,26,5,5,0
94397,08/11/2023,2137,39920,electronics,2,83.93,167.86,South,67,74,5,0,1
94398,16/07/2024,2433,31060,clothing,13,216.63,2816.19,East,57,39,5,0,1
94399,26/02/2024,2493,39746,electronics,4,194.52,778.08,South,52,54,4,16,0
94400,14/11/2024,2739,36334,home decor,6,67.29,403.74,North,51,72,4,2,1
94401,18/01/2023,2500,37344,home decor,1,10.38,10.38,North,66,90,3,29,0
94402,16/11/2023,2740,36836,home decor,1,208.86,208.86,North,35,16,5,27,1
94403,13/12/2024,2215,37334,toys,7,11.97,83.79,Central,52,12,2,14,1
94404,12/11/2023,2655,38411,toys,13,270.38,3514.94,Central,21,2,4,26,0
94405,30/06/2024,2735,36791,toys,8,248.4,1987.2,West,38,98,5,6,0
94406,17/10/2023,2865,31508,home decor,1,278.09,278.09,South,37,0,2,28,0
94407,11/07/2024,2906,33034,clothing,2,72.06,144.12,North,29,71,3,9,1
94408,08/12/2024,2739,39115,toys,3,221.57,664.71,North,22,47,2,17,1
94409,25/10/2024,2669,33187,toys,6,162.98,977.88,East,62,30,3,14,1
94410,13/03/2023,2037,36171,home decor,8,47.27,378.16,Central,57,6,3,22,1
94411,04/08/2023,2420,30065,home decor,9,49.92,449.28,Central,42,50,1,29,1
94412,14/12/2024,2132,35388,home decor,1,180.52,180.52,West,59,2,2,8,1
94413,08/09/2023,2349,33475,toys,5,83.43,417.15,South,28,52,5,11,1
94414,02/04/2024,2169,35789,electronics,3,196.97,590.91,West,41,2,5,7,0
94415,21/01/2024,2299,32983,electronics,11,21.21,233.31,South,34,40,4,21,1
94416,29/09/2024,2408,36565,electronics,4,293.29,1173.16,Central,61,78,1,5,0
94417,19/08/2023,2610,30923,electronics,12,102.86,1234.32,East,24,96,4,20,1
94418,23/04/2024,2949,30895,clothing,8,21.89,175.12,West,49,39,1,24,0
94419,20/10/2023,2100,36679,clothing,12,184.21,2210.52,East,28,53,2,5,1
94420,26/12/2024,2050,34849,clothing,4,259.76,1039.04,Central,61,37,3,3,1
94421,24/12/2024,2615,34594,toys,11,113.87,1252.57,Central,52,1,2,27,0
94422,21/08/2023,2152,30243,clothing,11,186.87,2055.57,East,66,82,5,21,0
94423,20/08/2024,2919,36969,home decor,2,74.42,148.84,North,28,93,4,20,1
94424,15/07/2023,2525,35059,home decor,10,211.72,2117.2,West,22,20,3,22,1
94425,05/06/2024,2317,32654,clothing,7,203.37,1423.59,North,54,3,4,21,1
94426,24/06/2024,2473,38835,electronics,7,108.34,758.38,North,20,21,4,27,1
94427,14/12/2024,2473,39354,clothing,12,216.94,2603.28,North,29,6,5,13,1
94428,05/11/2023,2383,39350,electronics,11,244.26,2686.86,East,22,92,1,10,1
94429,19/07/2024,2079,36443,electronics,1,253.59,253.59,West,40,24,3,0,0
94430,15/10/2024,2171,34547,home decor,8,138.07,1104.56,North,66,87,5,0,1
94431,24/10/2023,2858,33602,home decor,6,252.69,1516.14,West,37,20,4,20,0
94432,25/05/2024,2611,33052,clothing,2,5.97,11.94,West,45,53,2,12,1
94433,10/12/2024,2203,31224,electronics,5,199.54,997.7,South,42,67,4,17,1
94434,12/03/2023,2239,34469,electronics,2,125.6,251.2,South,37,81,1,11,0
94435,31/05/2023,2549,31922,clothing,9,131.95,1187.55,West,23,11,5,25,1
94436,12/07/2023,2659,31383,toys,8,236.72,1893.76,South,29,30,3,29,0
94437,24/05/2023,2181,33473,clothing,9,276.83,2491.47,North,31,88,2,6,1
94438,19/03/2023,2415,30344,toys,14,104.89,1468.46,North,33,23,1,15,0
94439,14/12/2023,2172,39712,home decor,5,211.61,1058.05,South,63,37,3,27,0
94440,17/01/2024,2723,32764,electronics,8,267.56,2140.48,Central,59,34,3,27,0
94441,13/09/2023,2258,34246,home decor,9,155.91,1403.19,North,63,72,3,1,0
94442,14/06/2024,2707,31910,home decor,7,275.53,1928.71,East,29,22,1,19,1
94443,22/11/2023,2224,37540,electronics,13,122.81,1596.53,East,36,68,3,5,1
94444,24/06/2023,2022,31614,toys,11,190.53,2095.83,South,49,87,1,6,1
94445,30/11/2023,2122,36270,clothing,9,261.78,2356.02,East,22,99,1,19,1
94446,06/04/2023,2812,35173,home decor,5,208.84,1044.2,South,58,11,5,11,1
94447,30/03/2024,2681,32627,home decor,10,102.22,1022.2,South,18,66,3,22,1
94448,24/01/2023,2393,33224,toys,9,120.56,1085.04,Central,56,51,4,25,1
94449,07/08/2023,2906,30201,clothing,4,255.73,1022.92,South,64,14,5,7,0
94450,15/03/2023,2974,35168,clothing,7,68.58,480.06,South,21,45,2,8,1
94451,17/01/2023,2414,34801,electronics,5,275.69,1378.45,East,58,93,1,14,1
94452,01/10/2024,2436,37462,electronics,1,25.38,25.38,South,18,37,4,16,0
94453,24/05/2023,2427,36837,toys,13,100.91,1311.83,East,19,19,1,16,1
94454,14/04/2023,2009,33311,electronics,14,71.71,1003.94,Central,59,66,4,3,0
94455,11/04/2023,2332,36612,home decor,6,173.08,1038.48,South,55,49,1,25,1
94456,08/06/2023,2540,35090,toys,11,118.7,1305.7,North,49,55,4,28,1
94457,09/12/2024,2716,37544,toys,3,91.65,274.95,South,57,86,2,13,0
94458,15/05/2024,2779,30919,home decor,3,178.35,535.05,Central,57,65,1,13,0
94459,21/04/2024,2379,31411,clothing,11,42.17,463.87,West,45,80,3,3,0
94460,06/11/2023,2552,39416,home decor,13,239.51,3113.63,West,35,59,2,15,1
94461,01/07/2024,2611,35501,toys,14,5.63,78.82,East,24,26,2,27,1
94462,06/12/2024,2982,38482,toys,4,67.02,268.08,South,43,10,4,13,1
94463,01/11/2023,2092,37646,toys,6,143.87,863.22,Central,35,29,5,14,1
94464,19/03/2023,2606,39172,toys,5,211.88,1059.4,North,63,7,4,4,0
94465,24/10/2024,2145,30991,clothing,5,106.3,531.5,West,24,9,2,4,0
94466,12/06/2024,2502,32989,electronics,3,232.08,696.24,East,33,20,3,18,0
94467,08/06/2023,2022,38986,clothing,8,209.37,1674.96,North,66,4,1,15,0
94468,01/08/2023,2825,37339,electronics,14,296.28,4147.92,West,26,33,3,26,1
94469,23/11/2023,2742,34221,clothing,9,191.28,1721.52,North,64,62,1,27,1
94470,15/02/2024,2718,31136,clothing,3,81.25,243.75,East,59,89,4,26,1
94471,08/05/2024,2037,37883,electronics,8,45.59,364.72,South,50,23,2,10,0
94472,27/05/2024,2098,35576,toys,6,233.09,1398.54,West,29,96,4,18,0
94473,22/05/2024,2150,33469,home decor,10,104.65,1046.5,East,44,21,4,16,0
94474,22/10/2024,2192,33177,home decor,8,51.76,414.08,Central,28,48,5,4,0
94475,12/04/2024,2554,34393,clothing,8,282.34,2258.72,Central,28,7,3,15,0
94476,26/05/2023,2420,32913,electronics,5,278.49,1392.45,East,20,54,2,20,1
94477,15/10/2023,2365,35006,clothing,5,84.58,422.9,Central,36,3,2,2,1
94478,15/01/2024,2323,34026,electronics,2,167.17,334.34,West,54,1,1,3,1
94479,22/02/2024,2343,38630,clothing,7,31.68,221.76,South,55,86,3,23,0
94480,22/03/2023,2555,31119,electronics,5,289.26,1446.3,Central,31,2,5,14,0
94481,05/01/2024,2736,30092,electronics,1,89.01,89.01,South,45,83,1,12,0
94482,03/07/2023,2864,35684,home decor,6,20.26,121.56,West,39,87,1,22,0
94483,22/07/2023,2472,36501,electronics,5,25.9,129.5,South,58,70,5,17,1
94484,15/12/2024,2216,30334,toys,11,84.95,934.45,West,33,32,2,18,1
94485,24/04/2023,2464,35084,electronics,14,11.46,160.44,Central,18,61,4,24,0
94486,21/01/2024,2535,34758,toys,6,293.31,1759.86,West,56,47,4,29,0
94487,01/08/2024,2369,32571,electronics,14,7.37,103.18,North,43,75,4,18,1
94488,11/07/2024,2125,35562,home decor,11,63.46,698.06,East,34,96,2,19,1
94489,03/07/2023,2719,38933,clothing,8,167.56,1340.48,West,41,62,5,13,0
94490,02/03/2024,2477,38414,toys,4,137.26,549.04,North,25,18,4,12,1
94491,04/04/2024,2927,30393,home decor,1,144.81,144.81,North,68,49,5,17,1
94492,19/04/2024,2038,33518,clothing,7,63.84,446.88,South,45,11,4,5,1
94493,15/03/2023,2322,32591,clothing,5,261.23,1306.15,West,59,27,4,1,1
94494,07/12/2023,2660,36839,electronics,2,274.46,548.92,Central,44,45,3,6,0
94495,31/01/2023,2097,35213,home decor,5,144.72,723.6,South,40,85,2,8,1
94496,29/09/2024,2359,35351,electronics,8,140.9,1127.2,West,62,74,1,11,0
94497,26/11/2023,2850,33969,toys,3,121.02,363.06,North,26,70,1,17,0
94498,21/11/2023,2056,34925,home decor,14,128.53,1799.42,South,69,66,4,3,0
94499,06/12/2023,2103,31063,home decor,7,231.38,1619.66,East,28,75,2,7,0
94500,16/04/2024,2050,38130,clothing,11,276.77,3044.47,South,54,81,2,5,1
94501,07/05/2023,2251,31991,electronics,3,144.53,433.59,West,63,38,2,15,1
94502,17/11/2024,2666,32892,clothing,5,46,230,West,52,73,2,21,1
94503,20/06/2023,2064,36025,home decor,6,111.09,666.54,East,20,81,4,24,0
94504,14/12/2023,2914,38224,home decor,4,5.08,20.32,North,25,92,5,9,0
94505,13/06/2024,2960,31076,home decor,9,28.67,258.03,North,49,30,3,9,1
94506,02/10/2024,2260,36925,electronics,8,176.18,1409.44,Central,48,100,2,3,1
94507,01/03/2023,2705,39145,toys,11,149.52,1644.72,Central,44,27,2,19,1
94508,14/12/2023,2347,34088,home decor,7,221.66,1551.62,South,60,91,4,7,0
94509,04/11/2023,2248,35772,clothing,10,243.79,2437.9,Central,60,91,5,21,0
94510,11/10/2023,2282,37093,toys,3,118.06,354.18,East,44,77,3,9,1
94511,04/11/2023,2654,34644,clothing,6,30.64,183.84,East,52,37,2,19,1
94512,22/07/2023,2069,32890,electronics,6,5.3,31.8,Central,68,92,2,25,0
94513,27/10/2024,2910,33978,electronics,9,72.62,653.58,Central,68,47,2,17,0
94514,04/02/2023,2245,38273,electronics,9,193.82,1744.38,North,19,39,2,18,1
94515,29/07/2023,2348,36138,toys,10,296.36,2963.6,West,40,40,2,27,0
94516,25/06/2024,2777,35791,clothing,10,108.77,1087.7,North,30,3,3,28,0
94517,15/11/2023,2479,35905,electronics,8,111.64,893.12,Central,19,30,2,8,1
94518,10/07/2024,2551,33025,electronics,5,141.26,706.3,Central,43,91,2,24,1
94519,07/04/2024,2791,32765,electronics,13,49.59,644.67,Central,34,12,5,6,1
94520,19/05/2023,2243,39443,home decor,4,240.12,960.48,North,64,88,5,25,1
94521,19/11/2023,2733,31277,clothing,8,262.59,2100.72,West,38,17,3,9,1
94522,15/09/2023,2461,37670,clothing,2,102.32,204.64,East,35,73,4,0,1
94523,14/10/2023,2830,37115,electronics,5,57,285,East,49,70,1,21,1
94524,16/02/2024,2900,37879,home decor,8,266.31,2130.48,North,59,81,3,12,0
94525,02/10/2023,2388,33034,clothing,3,127.24,381.72,North,48,24,2,23,1
94526,09/10/2023,2642,37661,home decor,2,79.57,159.14,West,65,32,1,4,1
94527,05/08/2024,2314,38722,electronics,14,11.54,161.56,East,47,60,5,8,1
94528,13/09/2023,2357,35344,clothing,4,30.57,122.28,South,33,27,1,25,0
94529,16/11/2023,2067,34195,home decor,13,207.84,2701.92,South,35,78,2,23,0
94530,04/10/2023,2846,30463,toys,11,102.72,1129.92,West,65,47,3,8,1
94531,22/08/2023,2703,34681,electronics,7,107.01,749.07,East,69,25,1,24,1
94532,09/04/2023,2675,34203,home decor,8,153.67,1229.36,Central,59,60,1,18,1
94533,31/03/2023,2234,38884,toys,13,259.49,3373.37,East,59,46,1,5,0
94534,21/03/2023,2192,36970,electronics,12,219.78,2637.36,Central,52,34,5,1,0
94535,11/08/2024,2728,31813,electronics,5,225.03,1125.15,East,68,63,2,18,0
94536,14/03/2023,2300,34801,clothing,11,136.01,1496.11,West,60,35,2,24,0
94537,04/08/2024,2645,33440,toys,12,38.01,456.12,East,40,99,4,23,0
94538,22/09/2024,2909,36566,home decor,6,173.81,1042.86,West,41,31,3,26,0
94539,14/06/2024,2503,32342,electronics,6,91.3,547.8,West,62,74,4,18,0
94540,07/06/2024,2670,33230,toys,3,271.44,814.32,Central,68,51,4,0,0
94541,26/09/2024,2383,35177,clothing,13,40.13,521.69,Central,28,25,5,19,0
94542,28/01/2024,2004,34338,electronics,9,22.95,206.55,South,18,83,5,24,0
94543,25/03/2024,2137,31886,home decor,13,297.11,3862.43,South,65,16,5,9,1
94544,07/05/2023,2467,36646,electronics,9,15.35,138.15,West,58,66,3,23,1
94545,30/07/2024,2010,39518,electronics,2,209.34,418.68,South,44,60,5,3,1
94546,04/12/2023,2355,38641,clothing,3,231.74,695.22,South,67,30,3,2,1
94547,17/10/2023,2128,31147,toys,1,193.24,193.24,West,65,12,5,26,1
94548,09/04/2023,2116,30756,electronics,8,28.29,226.32,East,33,32,5,4,1
94549,15/09/2023,2211,33705,home decor,12,269.69,3236.28,North,50,59,1,29,1
94550,18/10/2023,2594,39711,home decor,8,6.91,55.28,North,39,30,1,3,0
94551,03/04/2023,2561,34216,home decor,11,284.27,3126.97,West,28,9,3,17,1
94552,18/09/2024,2949,34767,home decor,12,278.46,3341.52,Central,59,26,3,4,1
94553,29/06/2024,2373,30142,electronics,5,260.63,1303.15,South,68,87,3,6,1
94554,10/08/2024,2541,30508,toys,3,226.68,680.04,West,28,47,1,22,0
94555,17/06/2024,2848,39524,electronics,13,126.14,1639.82,West,26,30,2,9,0
94556,02/06/2023,2982,34969,clothing,3,229.25,687.75,East,30,3,1,4,0
94557,12/04/2023,2456,38965,clothing,10,77.44,774.4,East,58,58,4,4,1
94558,27/03/2023,2355,31982,home decor,7,19.81,138.67,West,32,40,5,25,0
94559,10/08/2023,2849,30561,electronics,13,168.61,2191.93,South,48,52,1,8,1
94560,12/10/2023,2313,31136,toys,4,96.61,386.44,West,36,92,5,3,1
94561,29/10/2024,2878,39251,home decor,10,88.01,880.1,South,63,35,1,3,1
94562,02/05/2024,2724,30158,home decor,1,142.86,142.86,East,65,65,5,3,1
94563,04/04/2024,2182,30967,clothing,14,60.62,848.68,North,30,18,1,2,0
94564,06/06/2024,2070,36566,toys,13,57.13,742.69,North,41,22,2,27,0
94565,22/07/2024,2710,39874,clothing,1,172.07,172.07,West,57,52,2,29,1
94566,18/06/2024,2797,37820,electronics,9,156.59,1409.31,West,53,92,1,6,1
94567,27/08/2024,2346,33623,toys,3,277.57,832.71,East,68,56,3,10,0
94568,23/04/2023,2243,30512,toys,14,73.03,1022.42,East,40,7,3,29,0
94569,26/09/2023,2983,34403,electronics,2,73.71,147.42,North,51,37,5,1,0
94570,19/09/2023,2913,34563,clothing,2,103.39,206.78,West,19,38,4,8,0
94571,20/12/2024,2397,36937,electronics,14,261.93,3667.02,South,23,36,5,28,0
94572,16/12/2023,2190,31371,clothing,3,170.35,511.05,Central,60,32,4,28,0
94573,11/12/2024,2816,37101,clothing,1,134.08,134.08,East,36,94,1,6,0
94574,07/11/2023,2372,30588,toys,2,285.97,571.94,South,54,12,5,21,0
94575,13/06/2023,2874,32331,clothing,5,14.64,73.2,East,46,17,4,3,1
94576,09/06/2023,2463,38902,clothing,14,120.39,1685.46,Central,67,3,5,19,1
94577,06/12/2024,2534,30378,electronics,3,233.79,701.37,Central,21,77,1,29,1
94578,18/04/2024,2275,33440,electronics,4,149.47,597.88,Central,34,60,1,0,0
94579,15/10/2023,2840,35034,home decor,12,213.29,2559.48,South,56,98,5,21,1
94580,08/09/2024,2802,30426,electronics,9,202.48,1822.32,East,65,45,4,2,0
94581,28/06/2023,2190,30559,electronics,1,125.39,125.39,Central,41,78,5,26,1
94582,23/08/2023,2153,36263,toys,3,209.61,628.83,Central,65,16,4,9,0
94583,08/12/2023,2994,33426,electronics,2,160.83,321.66,South,23,66,1,12,0
94584,05/10/2023,2626,32297,home decor,12,167.28,2007.36,Central,61,70,5,29,0
94585,11/05/2023,2532,36782,electronics,6,190.41,1142.46,East,64,16,1,8,1
94586,23/12/2024,2025,31503,home decor,2,74.24,148.48,West,27,44,4,22,1
94587,06/09/2024,2010,38291,home decor,3,138.5,415.5,Central,18,9,4,26,1
94588,31/12/2023,2373,39260,clothing,11,238.1,2619.1,South,25,15,2,22,1
94589,08/12/2023,2686,33333,clothing,9,79.36,714.24,North,64,38,5,22,1
94590,15/07/2024,2866,38018,clothing,4,277.28,1109.12,North,46,58,2,26,1
94591,17/08/2023,2092,39284,electronics,9,261.24,2351.16,East,49,20,2,15,1
94592,01/04/2024,2466,33648,clothing,10,24.75,247.5,South,57,93,2,8,0
94593,09/06/2024,2978,34094,clothing,9,19.8,178.2,North,33,82,2,10,1
94594,17/10/2023,2028,37042,clothing,4,261.55,1046.2,West,51,15,3,15,0
